type,oc_year,oc_data,oc_county,oc_region
住宅竊盜,110,0123,新北市,蘆洲區
住宅竊盜,110,0123,南投縣,名間鄉
住宅竊盜,110,0123,南投縣,竹山鎮
住宅竊盜,110,0124,臺中市,潭子區
住宅竊盜,110,0125,新竹縣,新埔鎮
住宅竊盜,110,0125,彰化縣,彰化市
住宅竊盜,110,0125,臺北市,中正區
住宅竊盜,110,0125,苗栗縣,造橋鄉
住宅竊盜,110,0125,澎湖縣,馬公市
住宅竊盜,110,0126,南投縣,埔里鎮
住宅竊盜,110,0126,臺南市,關廟區
住宅竊盜,110,0127,新竹縣,竹東鎮
住宅竊盜,110,0127,苗栗縣,頭屋鄉
住宅竊盜,110,0127,澎湖縣,馬公市
住宅竊盜,110,0127,澎湖縣,馬公市
住宅竊盜,110,0127,桃園市,龜山區
住宅竊盜,110,0127,南投縣,草屯鎮
住宅竊盜,110,0127,南投縣,埔里鎮
住宅竊盜,110,0127,新竹縣,新豐鄉
住宅竊盜,110,0127,新竹縣,竹北市
住宅竊盜,110,0128,臺南市,善化區
住宅竊盜,110,0128,臺南市,仁德區
住宅竊盜,110,0128,新竹縣,湖口鄉
住宅竊盜,110,0128,臺中市,太平區
住宅竊盜,110,0129,桃園市,八德區
住宅竊盜,110,0129,桃園市,蘆竹區
住宅竊盜,110,0129,雲林縣,斗六市
住宅竊盜,110,0129,臺南市,七股區
住宅竊盜,110,0129,雲林縣,斗南鎮
住宅竊盜,110,0129,高雄市,湖內區
住宅竊盜,110,0130,臺南市,北區
住宅竊盜,110,0130,澎湖縣,湖西鄉
住宅竊盜,110,0130,新北市,汐止區
住宅竊盜,110,0131,澎湖縣,馬公市
住宅竊盜,110,0131,南投縣,草屯鎮
住宅竊盜,110,0131,苗栗縣,苗栗市
住宅竊盜,110,0131,新北市,新店區
住宅竊盜,110,0201,新北市,板橋區
住宅竊盜,110,0201,臺南市,後壁區
住宅竊盜,110,0201,新北市,板橋區
住宅竊盜,110,0201,彰化縣,員林市
住宅竊盜,110,0201,新竹縣,橫山鄉
住宅竊盜,110,0201,基隆市,安樂區
住宅竊盜,110,0202,臺南市,白河區
住宅竊盜,110,0202,臺北市,大同區
住宅竊盜,110,0202,苗栗縣,苑裡鎮
住宅竊盜,110,0202,臺南市,北區
住宅竊盜,110,0203,臺南市,六甲區
住宅竊盜,110,0203,苗栗縣,卓蘭鎮
住宅竊盜,110,0203,南投縣,草屯鎮
住宅竊盜,110,0203,屏東縣,九如鄉
住宅竊盜,110,0204,苗栗縣,苗栗市
住宅竊盜,110,0205,新北市,中和區
住宅竊盜,110,0205,嘉義縣,新港鄉
住宅竊盜,110,0205,南投縣,埔里鎮
住宅竊盜,110,0205,花蓮縣,花蓮市
住宅竊盜,110,0206,新北市,三重區
住宅竊盜,110,0206,臺中市,西區
住宅竊盜,110,0206,基隆市,信義區
住宅竊盜,110,0206,新北市,永和區
住宅竊盜,110,0207,彰化縣,二林鎮
住宅竊盜,110,0207,苗栗縣,公館鄉
住宅竊盜,110,0207,臺中市,北區
住宅竊盜,110,0207,臺南市,新市區
住宅竊盜,110,0208,嘉義縣,東石鄉
住宅竊盜,110,0208,臺南市,玉井區
住宅竊盜,110,0209,臺中市,烏日區
住宅竊盜,110,0211,臺中市,豐原區
住宅竊盜,110,0211,臺北市,內湖區
住宅竊盜,110,0211,臺南市,北區
住宅竊盜,110,0211,臺北市,萬華區
住宅竊盜,110,0212,基隆市,中正區
住宅竊盜,110,0212,臺南市,東區
住宅竊盜,110,0212,苗栗縣,公館鄉
住宅竊盜,110,0213,苗栗縣,頭份市
住宅竊盜,110,0213,新北市,中和區
住宅竊盜,110,0213,彰化縣,福興鄉
住宅竊盜,110,0213,臺北市,北投區
住宅竊盜,110,0213,南投縣,鹿谷鄉
住宅竊盜,110,0214,南投縣,水里鄉
住宅竊盜,110,0214,新北市,五股區
住宅竊盜,110,0214,南投縣,竹山鎮
住宅竊盜,110,0214,高雄市,橋頭區
住宅竊盜,110,0214,苗栗縣,西湖鄉
住宅竊盜,110,0214,臺北市,士林區
住宅竊盜,110,0214,臺北市,松山區
住宅竊盜,110,0215,雲林縣,斗南鎮
住宅竊盜,110,0215,新北市,樹林區
住宅竊盜,110,0215,新竹縣,芎林鄉
住宅竊盜,110,0216,彰化縣,員林市
住宅竊盜,110,0216,臺北市,中山區
住宅竊盜,110,0216,新北市,汐止區
住宅竊盜,110,0216,南投縣,草屯鎮
住宅竊盜,110,0216,南投縣,草屯鎮
住宅竊盜,110,0216,臺南市,後壁區
住宅竊盜,110,0217,新北市,中和區
住宅竊盜,110,0217,苗栗縣,苗栗市
住宅竊盜,110,0218,雲林縣,斗六市
住宅竊盜,110,0218,宜蘭縣,三星鄉
住宅竊盜,110,0218,苗栗縣,竹南鎮
住宅竊盜,110,0219,金門縣,金沙鎮
住宅竊盜,110,0220,基隆市,中山區
住宅竊盜,110,0221,臺北市,大安區
住宅竊盜,110,0222,新北市,中和區
住宅竊盜,110,0222,新北市,中和區
住宅竊盜,110,0223,臺南市,新市區
住宅竊盜,110,0223,雲林縣,斗南鎮
住宅竊盜,110,0223,新北市,中和區
住宅竊盜,110,0224,新北市,八里區
住宅竊盜,110,0224,新北市,樹林區
住宅竊盜,110,0224,臺南市,北區
住宅竊盜,110,0225,苗栗縣,苗栗市
住宅竊盜,110,0225,新北市,三重區
住宅竊盜,110,0225,臺北市,南港區
住宅竊盜,110,0226,臺北市,大安區
住宅竊盜,110,0226,新北市,新莊區
住宅竊盜,110,0226,南投縣,草屯鎮
住宅竊盜,110,0227,南投縣,水里鄉
住宅竊盜,110,0227,臺南市,西港區
住宅竊盜,110,0227,新竹市,東區
住宅竊盜,110,0228,金門縣,金湖鎮
住宅竊盜,110,0301,新北市,蘆洲區
住宅竊盜,110,0302,彰化縣,鹿港鎮
住宅竊盜,110,0302,雲林縣,斗南鎮
住宅竊盜,110,0302,新北市,蘆洲區
住宅竊盜,110,0303,雲林縣,斗南鎮
住宅竊盜,110,0303,南投縣,竹山鎮
住宅竊盜,110,0304,新竹縣,湖口鄉
住宅竊盜,110,0304,基隆市,安樂區
住宅竊盜,110,0304,屏東縣,南州鄉
住宅竊盜,110,0304,基隆市,安樂區
住宅竊盜,110,0305,基隆市,暖暖區
住宅竊盜,110,0305,基隆市,安樂區
住宅竊盜,110,0306,雲林縣,崙背鄉
住宅竊盜,110,0306,新竹縣,竹東鎮
住宅竊盜,110,0306,基隆市,信義區
住宅竊盜,110,0307,桃園市,大園區
住宅竊盜,110,0307,新北市,三重區
住宅竊盜,110,0308,苗栗縣,竹南鎮
住宅竊盜,110,0308,彰化縣,芳苑鄉
住宅竊盜,110,0309,臺中市,太平區
住宅竊盜,110,0309,澎湖縣,白沙鄉
住宅竊盜,110,0310,新竹市,東區
住宅竊盜,110,0310,臺中市,沙鹿區
住宅竊盜,110,0311,宜蘭縣,大同鄉
住宅竊盜,110,0311,臺北市,大同區
住宅竊盜,110,0312,臺南市,楠西區
住宅竊盜,110,0312,基隆市,中山區
住宅竊盜,110,0312,澎湖縣,馬公市
住宅竊盜,110,0312,臺南市,歸仁區
住宅竊盜,110,0312,臺南市,歸仁區
住宅竊盜,110,0313,新竹縣,竹東鎮
住宅竊盜,110,0314,彰化縣,員林市
住宅竊盜,110,0314,屏東縣,林邊鄉
住宅竊盜,110,0314,新北市,樹林區
住宅竊盜,110,0315,南投縣,埔里鎮
住宅竊盜,110,0315,雲林縣,二崙鄉
住宅竊盜,110,0316,苗栗縣,頭份市
住宅竊盜,110,0317,臺南市,將軍區
住宅竊盜,110,0317,花蓮縣,鳳林鎮
住宅竊盜,110,0317,南投縣,鹿谷鄉
住宅竊盜,110,0317,臺南市,官田區
住宅竊盜,110,0317,苗栗縣,竹南鎮
住宅竊盜,110,0318,南投縣,草屯鎮
住宅竊盜,110,0319,臺北市,大安區
住宅竊盜,110,0319,澎湖縣,湖西鄉
住宅竊盜,110,0320,屏東縣,東港鎮
住宅竊盜,110,0320,臺南市,關廟區
住宅竊盜,110,0321,金門縣,金湖鎮
住宅竊盜,110,0321,臺北市,信義區
住宅竊盜,110,0321,新北市,蘆洲區
住宅竊盜,110,0322,臺南市,善化區
住宅竊盜,110,0322,基隆市,七堵區
住宅竊盜,110,0323,臺中市,西屯區
住宅竊盜,110,0324,新北市,萬里區
住宅竊盜,110,0324,澎湖縣,馬公市
住宅竊盜,110,0326,臺南市,新市區
住宅竊盜,110,0326,新竹縣,新埔鎮
住宅竊盜,110,0327,南投縣,竹山鎮
住宅竊盜,110,0328,彰化縣,福興鄉
住宅竊盜,110,0330,澎湖縣,西嶼鄉
住宅竊盜,110,0330,雲林縣,崙背鄉
住宅竊盜,110,0331,臺中市,大肚區
住宅竊盜,110,0331,金門縣,金沙鎮
強制性交,110,0103,雲林縣,虎尾鎮
強制性交,110,0103,彰化縣,員林市
強制性交,110,0105,臺東縣,東河鄉
強制性交,110,0105,臺南市,南區
強制性交,110,0112,高雄市,大社區
強制性交,110,0120,基隆市,信義區
強制性交,110,0120,屏東縣,屏東市
強制性交,110,0125,基隆市,中山區
強制性交,110,0127,新北市,瑞芳區
強制性交,110,0206,臺南市,中西區
強制性交,110,0206,臺南市,北區
強制性交,110,0207,宜蘭縣,蘇澳鎮
強制性交,110,0213,臺南市,學甲區
強制性交,110,0220,臺南市,永康區
強制性交,110,0228,高雄市,鳳山區
強制性交,110,0302,苗栗縣,苑裡鎮
強制性交,110,0307,彰化縣,員林市
強制性交,110,0311,宜蘭縣,宜蘭市
強制性交,110,0312,苗栗縣,竹南鎮
強制性交,110,0312,高雄市,鳳山區
強制性交,110,0314,高雄市,大寮區
強制性交,110,0324,南投縣,南投市
強制性交,110,0325,苗栗縣,竹南鎮
強制性交,110,0325,屏東縣,南州鄉
強制性交,110,0327,新北市,淡水區
強制性交,110,0331,屏東縣,鹽埔鄉
強盜,110,0104,新北市,板橋區
強盜,110,0108,苗栗縣,頭份市
強盜,110,0108,桃園市,平鎮區
強盜,110,0110,臺東縣,臺東市
強盜,110,0110,高雄市,鳳山區
強盜,110,0112,新北市,板橋區
強盜,110,0117,桃園市,龍潭區
強盜,110,0118,高雄市,左營區
強盜,110,0118,彰化縣,田中鎮
強盜,110,0120,桃園市,龍潭區
強盜,110,0127,桃園市,蘆竹區
強盜,110,0131,臺北市,信義區
強盜,110,0205,臺北市,大同區
強盜,110,0205,新北市,淡水區
強盜,110,0205,新北市,林口區
強盜,110,0209,彰化縣,彰化市
強盜,110,0211,高雄市,左營區
強盜,110,0213,嘉義市,西區
強盜,110,0216,高雄市,三民區
強盜,110,0218,高雄市,茄萣區
強盜,110,0219,臺中市,西區
強盜,110,0225,基隆市,七堵區
強盜,110,0226,嘉義縣,水上鄉
強盜,110,0228,新北市,淡水區
強盜,110,0303,臺中市,大里區
強盜,110,0307,高雄市,前金區
強盜,110,0311,臺北市,大同區
強盜,110,0314,嘉義縣,中埔鄉
強盜,110,0317,桃園市,平鎮區
強盜,110,0318,新北市,土城區
強盜,110,0318,新北市,三重區
強盜,110,0319,南投縣,魚池鄉
強盜,110,0320,桃園市,桃園區
強盜,110,0323,澎湖縣,馬公市
強盜,110,0326,新竹縣,湖口鄉
強盜,110,0326,新北市,樹林區
強盜,110,0329,基隆市,七堵區
搶奪,110,0110,新北市,板橋區
搶奪,110,0118,新北市,五股區
搶奪,110,0119,新北市,板橋區
搶奪,110,0121,高雄市,鳥松區
搶奪,110,0125,雲林縣,林內鄉
搶奪,110,0128,臺中市,中區
搶奪,110,0201,臺北市,中山區
搶奪,110,0205,高雄市,苓雅區
搶奪,110,0206,高雄市,新興區
搶奪,110,0206,高雄市,新興區
搶奪,110,0207,高雄市,小港區
搶奪,110,0209,臺中市,大甲區
搶奪,110,0210,高雄市,大寮區
搶奪,110,0216,臺南市,北區
搶奪,110,0220,宜蘭縣,冬山鄉
搶奪,110,0222,臺東縣,臺東市
搶奪,110,0228,臺南市,新化區
搶奪,110,0301,新北市,三峽區
搶奪,110,0315,嘉義縣,新港鄉
搶奪,110,0316,桃園市,大溪區
搶奪,110,0316,桃園市,大溪區
搶奪,110,0319,高雄市,前鎮區
搶奪,110,0326,屏東縣,里港鄉
搶奪,110,0328,臺北市,中山區
搶奪,110,0329,新北市,淡水區
搶奪,110,0329,臺中市,大肚區
機車竊盜,110,0101,宜蘭縣,羅東鎮
機車竊盜,110,0101,臺中市,潭子區
機車竊盜,110,0101,花蓮縣,花蓮市
機車竊盜,110,0101,新竹市,東區
機車竊盜,110,0101,臺中市,中區
機車竊盜,110,0102,臺北市,信義區
機車竊盜,110,0102,臺中市,南區
機車竊盜,110,0103,新竹縣,湖口鄉
機車竊盜,110,0103,新北市,三重區
機車竊盜,110,0103,臺南市,中西區
機車竊盜,110,0103,嘉義縣,六腳鄉
機車竊盜,110,0103,彰化縣,彰化市
機車竊盜,110,0104,新北市,土城區
機車竊盜,110,0104,新北市,板橋區
機車竊盜,110,0104,高雄市,大寮區
機車竊盜,110,0104,宜蘭縣,宜蘭市
機車竊盜,110,0104,臺南市,歸仁區
機車竊盜,110,0104,新北市,三重區
機車竊盜,110,0104,新北市,三重區
機車竊盜,110,0105,新北市,三重區
機車竊盜,110,0105,新北市,鶯歌區
機車竊盜,110,0105,新竹縣,湖口鄉
機車竊盜,110,0105,彰化縣,北斗鎮
機車竊盜,110,0105,新北市,八里區
機車竊盜,110,0106,新北市,板橋區
機車竊盜,110,0106,高雄市,小港區
機車竊盜,110,0106,新北市,板橋區
機車竊盜,110,0107,新竹市,北區
機車竊盜,110,0107,新北市,新莊區
機車竊盜,110,0107,高雄市,新興區
機車竊盜,110,0107,桃園市,桃園區
機車竊盜,110,0108,基隆市,安樂區
機車竊盜,110,0108,臺南市,新市區
機車竊盜,110,0108,新北市,泰山區
機車竊盜,110,0109,新北市,三峽區
機車竊盜,110,0109,嘉義縣,布袋鎮
機車竊盜,110,0109,雲林縣,臺西鄉
機車竊盜,110,0109,臺中市,北屯區
機車竊盜,110,0109,新竹縣,芎林鄉
機車竊盜,110,0110,高雄市,前鎮區
機車竊盜,110,0110,宜蘭縣,羅東鎮
機車竊盜,110,0110,新竹市,東區
機車竊盜,110,0111,宜蘭縣,宜蘭市
機車竊盜,110,0111,臺中市,沙鹿區
機車竊盜,110,0111,臺北市,文山區
機車竊盜,110,0112,高雄市,林園區
機車竊盜,110,0112,屏東縣,鹽埔鄉
機車竊盜,110,0112,新北市,新莊區
機車竊盜,110,0113,臺中市,霧峰區
機車竊盜,110,0113,新北市,三重區
機車竊盜,110,0113,高雄市,鼓山區
機車竊盜,110,0113,新北市,板橋區
機車竊盜,110,0114,新竹市,東區
機車竊盜,110,0114,臺中市,西屯區
機車竊盜,110,0115,高雄市,小港區
機車竊盜,110,0115,花蓮縣,新城鄉
機車竊盜,110,0116,新北市,新店區
機車竊盜,110,0116,花蓮縣,花蓮市
機車竊盜,110,0116,臺北市,士林區
機車竊盜,110,0116,臺南市,安平區
機車竊盜,110,0116,雲林縣,斗南鎮
機車竊盜,110,0116,新北市,新店區
機車竊盜,110,0117,新北市,三重區
機車竊盜,110,0117,新北市,中和區
機車竊盜,110,0117,新北市,板橋區
機車竊盜,110,0117,新北市,新店區
機車竊盜,110,0118,新北市,新店區
機車竊盜,110,0118,高雄市,前鎮區
機車竊盜,110,0118,臺中市,西屯區
機車竊盜,110,0118,新北市,中和區
機車竊盜,110,0118,苗栗縣,竹南鎮
機車竊盜,110,0118,臺中市,西屯區
機車竊盜,110,0118,臺中市,西區
機車竊盜,110,0119,基隆市,中正區
機車竊盜,110,0120,嘉義縣,布袋鎮
機車竊盜,110,0120,苗栗縣,竹南鎮
機車竊盜,110,0120,基隆市,信義區
機車竊盜,110,0120,雲林縣,斗六市
機車竊盜,110,0120,新北市,汐止區
機車竊盜,110,0121,雲林縣,土庫鎮
機車竊盜,110,0121,臺中市,潭子區
機車竊盜,110,0121,屏東縣,屏東市
機車竊盜,110,0121,臺南市,鹽水區
機車竊盜,110,0121,高雄市,三民區
機車竊盜,110,0122,高雄市,大社區
機車竊盜,110,0122,臺中市,太平區
機車竊盜,110,0122,臺中市,北屯區
機車竊盜,110,0122,新北市,三峽區
機車竊盜,110,0123,臺北市,信義區
機車竊盜,110,0123,苗栗縣,苗栗市
機車竊盜,110,0123,高雄市,三民區
機車竊盜,110,0123,新北市,三重區
機車竊盜,110,0124,臺中市,東區
機車竊盜,110,0124,新竹縣,湖口鄉
機車竊盜,110,0124,桃園市,桃園區
機車竊盜,110,0124,新北市,鶯歌區
機車竊盜,110,0124,新北市,板橋區
機車竊盜,110,0125,桃園市,蘆竹區
機車竊盜,110,0125,桃園市,桃園區
機車竊盜,110,0125,苗栗縣,頭份市
機車竊盜,110,0125,臺北市,北投區
機車竊盜,110,0125,臺北市,萬華區
機車竊盜,110,0126,桃園市,中壢區
機車竊盜,110,0126,新竹市,北區
機車竊盜,110,0126,新北市,八里區
機車竊盜,110,0126,新北市,五股區
機車竊盜,110,0126,嘉義縣,義竹鄉
機車竊盜,110,0127,臺南市,東區
機車竊盜,110,0127,宜蘭縣,羅東鎮
機車竊盜,110,0127,南投縣,信義鄉
機車竊盜,110,0127,屏東縣,南州鄉
機車竊盜,110,0127,高雄市,大寮區
機車竊盜,110,0128,新北市,中和區
機車竊盜,110,0128,新北市,鶯歌區
機車竊盜,110,0128,新竹縣,湖口鄉
機車竊盜,110,0128,新北市,新店區
機車竊盜,110,0129,桃園市,大溪區
機車竊盜,110,0130,新北市,新店區
機車竊盜,110,0130,新北市,板橋區
機車竊盜,110,0130,新北市,新店區
機車竊盜,110,0130,屏東縣,東港鎮
機車竊盜,110,0130,新北市,板橋區
機車竊盜,110,0130,新北市,永和區
機車竊盜,110,0130,高雄市,三民區
機車竊盜,110,0130,新北市,汐止區
機車竊盜,110,0130,新北市,板橋區
機車竊盜,110,0131,彰化縣,員林市
機車竊盜,110,0131,臺北市,信義區
機車竊盜,110,0131,臺北市,信義區
機車竊盜,110,0131,桃園市,蘆竹區
機車竊盜,110,0131,高雄市,小港區
機車竊盜,110,0131,臺北市,北投區
機車竊盜,110,0131,臺北市,信義區
機車竊盜,110,0131,新北市,汐止區
機車竊盜,110,0131,臺中市,霧峰區
機車竊盜,110,0131,宜蘭縣,宜蘭市
機車竊盜,110,0131,臺北市,北投區
機車竊盜,110,0201,彰化縣,鹿港鎮
機車竊盜,110,0201,臺北市,南港區
機車竊盜,110,0201,屏東縣,屏東市
機車竊盜,110,0201,臺南市,中西區
機車竊盜,110,0201,桃園市,桃園區
機車竊盜,110,0201,新北市,三峽區
機車竊盜,110,0202,臺北市,大同區
機車竊盜,110,0202,臺北市,文山區
機車竊盜,110,0202,臺北市,信義區
機車竊盜,110,0202,花蓮縣,新城鄉
機車竊盜,110,0202,花蓮縣,新城鄉
機車竊盜,110,0202,高雄市,小港區
機車竊盜,110,0203,臺北市,大同區
機車竊盜,110,0203,臺中市,神岡區
機車竊盜,110,0203,新北市,板橋區
機車竊盜,110,0203,新北市,鶯歌區
機車竊盜,110,0203,彰化縣,彰化市
機車竊盜,110,0203,宜蘭縣,宜蘭市
機車竊盜,110,0203,南投縣,南投市
機車竊盜,110,0204,新北市,土城區
機車竊盜,110,0204,宜蘭縣,宜蘭市
機車竊盜,110,0204,臺南市,南區
機車竊盜,110,0204,新北市,土城區
機車竊盜,110,0205,彰化縣,和美鎮
機車竊盜,110,0205,基隆市,信義區
機車竊盜,110,0205,南投縣,草屯鎮
機車竊盜,110,0208,臺北市,北投區
機車竊盜,110,0208,南投縣,水里鄉
機車竊盜,110,0208,臺北市,萬華區
機車竊盜,110,0208,新北市,土城區
機車竊盜,110,0209,花蓮縣,花蓮市
機車竊盜,110,0209,新竹縣,湖口鄉
機車竊盜,110,0209,臺南市,安南區
機車竊盜,110,0209,新北市,三峽區
機車竊盜,110,0209,臺南市,官田區
機車竊盜,110,0209,臺北市,士林區
機車竊盜,110,0209,苗栗縣,苗栗市
機車竊盜,110,0210,彰化縣,和美鎮
機車竊盜,110,0210,花蓮縣,花蓮市
機車竊盜,110,0210,桃園市,平鎮區
機車竊盜,110,0210,新北市,三重區
機車竊盜,110,0211,新北市,三重區
機車竊盜,110,0211,新北市,板橋區
機車竊盜,110,0212,宜蘭縣,羅東鎮
機車竊盜,110,0212,花蓮縣,吉安鄉
機車竊盜,110,0212,彰化縣,二林鎮
機車竊盜,110,0212,臺中市,太平區
機車竊盜,110,0212,臺中市,西屯區
機車竊盜,110,0212,新竹縣,新豐鄉
機車竊盜,110,0213,桃園市,中壢區
機車竊盜,110,0213,桃園市,中壢區
機車竊盜,110,0213,臺中市,潭子區
機車竊盜,110,0213,高雄市,三民區
機車竊盜,110,0214,新北市,新莊區
機車竊盜,110,0214,高雄市,前鎮區
機車竊盜,110,0215,臺中市,南區
機車竊盜,110,0215,臺南市,永康區
機車竊盜,110,0215,臺中市,霧峰區
機車竊盜,110,0215,臺南市,善化區
機車竊盜,110,0215,新北市,永和區
機車竊盜,110,0215,臺北市,大同區
機車竊盜,110,0215,臺南市,新營區
機車竊盜,110,0215,宜蘭縣,冬山鄉
機車竊盜,110,0215,基隆市,中正區
機車竊盜,110,0215,臺中市,北屯區
機車竊盜,110,0215,臺北市,中正區
機車竊盜,110,0216,基隆市,仁愛區
機車竊盜,110,0216,彰化縣,線西鄉
機車竊盜,110,0216,基隆市,中正區
機車竊盜,110,0216,臺南市,永康區
機車竊盜,110,0216,基隆市,安樂區
機車竊盜,110,0216,臺北市,士林區
機車竊盜,110,0216,彰化縣,彰化市
機車竊盜,110,0216,桃園市,觀音區
機車竊盜,110,0216,花蓮縣,花蓮市
機車竊盜,110,0216,新竹市,東區
機車竊盜,110,0216,桃園市,大園區
機車竊盜,110,0216,屏東縣,屏東市
機車竊盜,110,0217,新北市,三重區
機車竊盜,110,0217,基隆市,仁愛區
機車竊盜,110,0217,高雄市,新興區
機車竊盜,110,0217,新竹縣,新豐鄉
機車竊盜,110,0217,臺北市,大安區
機車竊盜,110,0217,新北市,土城區
機車竊盜,110,0218,桃園市,中壢區
機車竊盜,110,0218,新北市,中和區
機車竊盜,110,0218,新北市,永和區
機車竊盜,110,0218,臺北市,北投區
