type,oc_year,oc_data,oc_county,oc_region
住宅竊盜,112,0108,澎湖縣,馬公市
住宅竊盜,112,0108,基隆市,中山區
住宅竊盜,112,0109,臺北市,士林區
住宅竊盜,112,0109,臺北市,士林區
住宅竊盜,112,0109,連江縣,南竿鄉
住宅竊盜,112,0109,新北市,新店區
住宅竊盜,112,0110,新竹縣,竹東鎮
住宅竊盜,112,0110,新北市,永和區
住宅竊盜,112,0110,南投縣,水里鄉
住宅竊盜,112,0110,新竹縣,竹北市
住宅竊盜,112,0110,新北市,永和區
住宅竊盜,112,0111,臺北市,大同區
住宅竊盜,112,0111,臺北市,文山區
住宅竊盜,112,0111,南投縣,中寮鄉
住宅竊盜,112,0111,臺南市,白河區
住宅竊盜,112,0112,雲林縣,西螺鎮
住宅竊盜,112,0112,基隆市,安樂區
住宅竊盜,112,0112,宜蘭縣,宜蘭市
住宅竊盜,112,0112,宜蘭縣,宜蘭市
住宅竊盜,112,0112,臺北市,萬華區
住宅竊盜,112,0112,臺中市,烏日區
住宅竊盜,112,0112,新北市,土城區
住宅竊盜,112,0112,臺南市,中西區
住宅竊盜,112,0112,新北市,淡水區
住宅竊盜,112,0112,臺南市,南區
住宅竊盜,112,0113,宜蘭縣,礁溪鄉
住宅竊盜,112,0113,臺北市,南港區
住宅竊盜,112,0113,桃園市,龜山區
住宅竊盜,112,0113,新竹市,香山區
住宅竊盜,112,0113,南投縣,埔里鎮
住宅竊盜,112,0113,宜蘭縣,蘇澳鎮
住宅竊盜,112,0113,南投縣,埔里鎮
住宅竊盜,112,0114,嘉義縣,民雄鄉
住宅竊盜,112,0114,金門縣,金湖鎮
住宅竊盜,112,0114,新北市,三重區
住宅竊盜,112,0114,臺南市,南區
住宅竊盜,112,0114,新北市,中和區
住宅竊盜,112,0114,新北市,土城區
住宅竊盜,112,0114,苗栗縣,三義鄉
住宅竊盜,112,0114,新北市,淡水區
住宅竊盜,112,0115,臺中市,西屯區
住宅竊盜,112,0115,南投縣,埔里鎮
住宅竊盜,112,0115,宜蘭縣,宜蘭市
住宅竊盜,112,0115,桃園市,龜山區
住宅竊盜,112,0116,宜蘭縣,頭城鎮
住宅竊盜,112,0116,新北市,新莊區
住宅竊盜,112,0116,桃園市,大園區
住宅竊盜,112,0116,桃園市,龜山區
住宅竊盜,112,0116,南投縣,埔里鎮
住宅竊盜,112,0117,新北市,新莊區
住宅竊盜,112,0117,基隆市,暖暖區
住宅竊盜,112,0118,宜蘭縣,頭城鎮
住宅竊盜,112,0118,澎湖縣,馬公市
住宅竊盜,112,0118,宜蘭縣,宜蘭市
住宅竊盜,112,0118,新北市,中和區
住宅竊盜,112,0118,臺南市,北區
住宅竊盜,112,0118,苗栗縣,頭份市
住宅竊盜,112,0119,基隆市,安樂區
住宅竊盜,112,0119,新竹市,香山區
住宅竊盜,112,0119,臺北市,北投區
住宅竊盜,112,0119,南投縣,國姓鄉
住宅竊盜,112,0119,新北市,中和區
住宅竊盜,112,0119,南投縣,草屯鎮
住宅竊盜,112,0119,基隆市,安樂區
住宅竊盜,112,0119,臺中市,北區
住宅竊盜,112,0120,新北市,新店區
住宅竊盜,112,0120,基隆市,仁愛區
住宅竊盜,112,0121,新竹縣,竹北市
住宅竊盜,112,0121,南投縣,埔里鎮
住宅竊盜,112,0121,桃園市,龜山區
住宅竊盜,112,0121,南投縣,草屯鎮
住宅竊盜,112,0121,桃園市,中壢區
住宅竊盜,112,0121,臺南市,學甲區
住宅竊盜,112,0121,彰化縣,大城鄉
住宅竊盜,112,0122,宜蘭縣,宜蘭市
住宅竊盜,112,0122,臺中市,沙鹿區
住宅竊盜,112,0122,宜蘭縣,員山鄉
住宅竊盜,112,0123,雲林縣,麥寮鄉
住宅竊盜,112,0123,新北市,新莊區
住宅竊盜,112,0123,高雄市,鳳山區
住宅竊盜,112,0123,臺南市,麻豆區
住宅竊盜,112,0123,苗栗縣,頭份市
住宅竊盜,112,0123,臺南市,北區
住宅竊盜,112,0123,新北市,鶯歌區
住宅竊盜,112,0123,臺南市,北區
住宅竊盜,112,0123,苗栗縣,竹南鎮
住宅竊盜,112,0123,新北市,三重區
住宅竊盜,112,0124,新北市,汐止區
住宅竊盜,112,0124,臺南市,東山區
住宅竊盜,112,0124,基隆市,中正區
住宅竊盜,112,0124,臺南市,佳里區
住宅竊盜,112,0124,基隆市,仁愛區
住宅竊盜,112,0124,苗栗縣,三義鄉
住宅竊盜,112,0124,澎湖縣,馬公市
住宅竊盜,112,0125,基隆市,仁愛區
住宅竊盜,112,0125,基隆市,仁愛區
住宅竊盜,112,0125,臺南市,南區
住宅竊盜,112,0125,基隆市,中正區
住宅竊盜,112,0125,苗栗縣,竹南鎮
住宅竊盜,112,0126,新北市,土城區
住宅竊盜,112,0126,臺北市,中山區
住宅竊盜,112,0126,新北市,汐止區
住宅竊盜,112,0126,彰化縣,芳苑鄉
住宅竊盜,112,0126,新北市,中和區
住宅竊盜,112,0126,南投縣,信義鄉
住宅竊盜,112,0126,新北市,板橋區
住宅竊盜,112,0127,南投縣,埔里鎮
住宅竊盜,112,0127,臺北市,大同區
住宅竊盜,112,0127,臺北市,中山區
住宅竊盜,112,0127,臺北市,士林區
住宅竊盜,112,0127,臺南市,白河區
住宅竊盜,112,0127,新北市,樹林區
住宅竊盜,112,0128,南投縣,草屯鎮
住宅竊盜,112,0128,宜蘭縣,宜蘭市
住宅竊盜,112,0128,宜蘭縣,宜蘭市
住宅竊盜,112,0128,基隆市,七堵區
住宅竊盜,112,0128,新北市,中和區
住宅竊盜,112,0128,新北市,淡水區
住宅竊盜,112,0128,宜蘭縣,頭城鎮
住宅竊盜,112,0129,新北市,新店區
住宅竊盜,112,0129,基隆市,中正區
住宅竊盜,112,0129,嘉義市,東區
住宅竊盜,112,0129,新竹縣,竹北市
住宅竊盜,112,0129,屏東縣,枋寮鄉
住宅竊盜,112,0129,桃園市,大園區
住宅竊盜,112,0129,南投縣,名間鄉
住宅竊盜,112,0130,苗栗縣,通霄鎮
住宅竊盜,112,0130,基隆市,中山區
住宅竊盜,112,0130,南投縣,草屯鎮
住宅竊盜,112,0130,臺南市,左鎮區
住宅竊盜,112,0130,新北市,萬里區
住宅竊盜,112,0131,新北市,新莊區
住宅竊盜,112,0131,臺北市,松山區
住宅竊盜,112,0131,新北市,樹林區
住宅竊盜,112,0131,新北市,中和區
住宅竊盜,112,0131,臺中市,北屯區
住宅竊盜,112,0131,臺東縣,臺東市
住宅竊盜,112,0201,桃園市,龜山區
住宅竊盜,112,0201,臺北市,萬華區
住宅竊盜,112,0201,高雄市,小港區
住宅竊盜,112,0201,臺北市,士林區
住宅竊盜,112,0202,臺南市,仁德區
住宅竊盜,112,0202,新竹市,香山區
住宅竊盜,112,0202,高雄市,三民區
住宅竊盜,112,0202,臺北市,士林區
住宅竊盜,112,0202,臺北市,萬華區
住宅竊盜,112,0203,高雄市,鹽埕區
住宅竊盜,112,0203,桃園市,大園區
住宅竊盜,112,0203,宜蘭縣,宜蘭市
住宅竊盜,112,0203,新北市,新莊區
住宅竊盜,112,0203,臺南市,仁德區
住宅竊盜,112,0203,宜蘭縣,頭城鎮
住宅竊盜,112,0203,新北市,三重區
住宅竊盜,112,0204,雲林縣,北港鎮
住宅竊盜,112,0204,新北市,中和區
住宅竊盜,112,0204,新北市,三重區
住宅竊盜,112,0204,新北市,新莊區
住宅竊盜,112,0205,新北市,新店區
住宅竊盜,112,0206,宜蘭縣,宜蘭市
住宅竊盜,112,0206,南投縣,南投市
住宅竊盜,112,0206,雲林縣,臺西鄉
住宅竊盜,112,0206,新北市,三重區
住宅竊盜,112,0206,新北市,樹林區
住宅竊盜,112,0206,南投縣,埔里鎮
住宅竊盜,112,0207,臺北市,文山區
住宅竊盜,112,0207,臺中市,龍井區
住宅竊盜,112,0207,臺北市,士林區
住宅竊盜,112,0207,宜蘭縣,礁溪鄉
住宅竊盜,112,0207,南投縣,南投市
住宅竊盜,112,0207,新北市,新莊區
住宅竊盜,112,0207,新北市,新店區
住宅竊盜,112,0207,臺北市,中正區
住宅竊盜,112,0207,臺北市,士林區
住宅竊盜,112,0207,臺北市,士林區
住宅竊盜,112,0208,新北市,三峽區
住宅竊盜,112,0208,金門縣,金寧鄉
住宅竊盜,112,0208,新北市,五股區
住宅竊盜,112,0208,南投縣,草屯鎮
住宅竊盜,112,0208,新北市,新莊區
住宅竊盜,112,0208,新北市,新莊區
住宅竊盜,112,0208,南投縣,草屯鎮
住宅竊盜,112,0209,臺北市,士林區
住宅竊盜,112,0209,雲林縣,北港鎮
住宅竊盜,112,0209,臺南市,官田區
住宅竊盜,112,0209,臺中市,西屯區
住宅竊盜,112,0210,宜蘭縣,壯圍鄉
住宅竊盜,112,0210,嘉義市,西區
住宅竊盜,112,0210,新北市,三重區
住宅竊盜,112,0210,臺南市,新化區
住宅竊盜,112,0210,臺南市,新化區
住宅竊盜,112,0210,桃園市,桃園區
住宅竊盜,112,0211,新北市,五股區
住宅竊盜,112,0211,桃園市,中壢區
住宅竊盜,112,0211,宜蘭縣,宜蘭市
住宅竊盜,112,0212,宜蘭縣,頭城鎮
住宅竊盜,112,0212,新北市,新店區
住宅竊盜,112,0212,雲林縣,虎尾鎮
住宅竊盜,112,0212,新北市,新店區
住宅竊盜,112,0212,新北市,林口區
住宅竊盜,112,0213,臺北市,松山區
住宅竊盜,112,0213,南投縣,南投市
住宅竊盜,112,0213,臺東縣,池上鄉
住宅竊盜,112,0213,基隆市,信義區
住宅竊盜,112,0213,彰化縣,員林市
住宅竊盜,112,0213,苗栗縣,苑裡鎮
住宅竊盜,112,0213,臺南市,官田區
住宅竊盜,112,0213,新北市,樹林區
住宅竊盜,112,0214,南投縣,草屯鎮
住宅竊盜,112,0214,臺南市,北區
住宅竊盜,112,0215,新竹市,香山區
住宅竊盜,112,0215,宜蘭縣,頭城鎮
住宅竊盜,112,0216,基隆市,中山區
住宅竊盜,112,0216,臺北市,中山區
住宅竊盜,112,0216,彰化縣,花壇鄉
住宅竊盜,112,0216,新竹縣,寶山鄉
住宅竊盜,112,0217,南投縣,草屯鎮
住宅竊盜,112,0218,南投縣,竹山鎮
住宅竊盜,112,0218,新北市,三峽區
住宅竊盜,112,0218,花蓮縣,吉安鄉
住宅竊盜,112,0218,南投縣,南投市
住宅竊盜,112,0219,南投縣,草屯鎮
住宅竊盜,112,0220,新北市,樹林區
住宅竊盜,112,0220,新北市,中和區
住宅竊盜,112,0221,臺南市,北區
住宅竊盜,112,0221,臺北市,中正區
住宅竊盜,112,0221,新北市,永和區
住宅竊盜,112,0222,南投縣,國姓鄉
住宅竊盜,112,0222,南投縣,埔里鎮
住宅竊盜,112,0223,新北市,金山區
住宅竊盜,112,0223,南投縣,埔里鎮
住宅竊盜,112,0223,臺南市,白河區
住宅竊盜,112,0223,臺北市,松山區
住宅竊盜,112,0223,南投縣,魚池鄉
住宅竊盜,112,0224,宜蘭縣,礁溪鄉
住宅竊盜,112,0224,基隆市,七堵區
住宅竊盜,112,0225,新竹市,香山區
住宅竊盜,112,0225,南投縣,南投市
住宅竊盜,112,0226,宜蘭縣,頭城鎮
住宅竊盜,112,0227,新北市,新店區
住宅竊盜,112,0227,臺北市,萬華區
住宅竊盜,112,0227,臺南市,北區
住宅竊盜,112,0227,臺南市,北區
住宅竊盜,112,0228,澎湖縣,馬公市
住宅竊盜,112,0228,臺北市,士林區
住宅竊盜,112,0228,臺中市,東區
住宅竊盜,112,0301,高雄市,美濃區
住宅竊盜,112,0302,新北市,三重區
住宅竊盜,112,0302,臺中市,太平區
住宅竊盜,112,0303,雲林縣,西螺鎮
住宅竊盜,112,0304,新竹市,東區
住宅竊盜,112,0306,金門縣,金城鎮
住宅竊盜,112,0306,基隆市,仁愛區
住宅竊盜,112,0306,宜蘭縣,頭城鎮
住宅竊盜,112,0306,臺北市,松山區
住宅竊盜,112,0307,苗栗縣,苑裡鎮
住宅竊盜,112,0307,臺南市,白河區
住宅竊盜,112,0309,苗栗縣,苑裡鎮
住宅竊盜,112,0309,臺南市,北區
住宅竊盜,112,0309,彰化縣,溪州鄉
住宅竊盜,112,0313,澎湖縣,湖西鄉
住宅竊盜,112,0313,臺南市,安南區
住宅竊盜,112,0313,高雄市,鳳山區
住宅竊盜,112,0314,新北市,三重區
住宅竊盜,112,0314,澎湖縣,馬公市
住宅竊盜,112,0315,南投縣,竹山鎮
住宅竊盜,112,0315,基隆市,仁愛區
住宅竊盜,112,0317,南投縣,草屯鎮
住宅竊盜,112,0318,南投縣,南投市
住宅竊盜,112,0318,臺北市,中山區
住宅竊盜,112,0320,金門縣,金湖鎮
住宅竊盜,112,0320,澎湖縣,白沙鄉
住宅竊盜,112,0320,苗栗縣,通霄鎮
住宅竊盜,112,0323,臺中市,龍井區
住宅竊盜,112,0325,金門縣,金城鎮
住宅竊盜,112,0325,澎湖縣,白沙鄉
住宅竊盜,112,0325,南投縣,南投市
住宅竊盜,112,0327,苗栗縣,苑裡鎮
住宅竊盜,112,0327,臺南市,北門區
住宅竊盜,112,0330,澎湖縣,馬公市
強制性交,112,0103,臺南市,安南區
強制性交,112,0107,臺中市,南區
強制性交,112,0109,金門縣,烈嶼鄉
強制性交,112,0112,雲林縣,西螺鎮
強制性交,112,0114,新北市,樹林區
強制性交,112,0114,高雄市,三民區
強制性交,112,0115,高雄市,楠梓區
強制性交,112,0115,臺中市,中區
強制性交,112,0116,臺南市,歸仁區
強制性交,112,0116,南投縣,草屯鎮
強制性交,112,0117,苗栗縣,銅鑼鄉
強制性交,112,0123,苗栗縣,頭份市
強制性交,112,0123,新北市,淡水區
強制性交,112,0201,新竹縣,關西鎮
強制性交,112,0203,嘉義縣,水上鄉
強制性交,112,0205,新竹縣,竹東鎮
強制性交,112,0209,金門縣,金沙鎮
強制性交,112,0213,宜蘭縣,礁溪鄉
強制性交,112,0225,高雄市,岡山區
強制性交,112,0227,桃園市,蘆竹區
強制性交,112,0319,宜蘭縣,礁溪鄉
強盜,112,0101,桃園市,中壢區
強盜,112,0101,桃園市,桃園區
強盜,112,0103,桃園市,中壢區
強盜,112,0106,臺南市,新營區
強盜,112,0108,雲林縣,口湖鄉
強盜,112,0111,臺南市,北區
強盜,112,0111,新北市,五股區
強盜,112,0115,雲林縣,崙背鄉
強盜,112,0118,臺南市,新營區
強盜,112,0118,高雄市,小港區
強盜,112,0119,新北市,蘆洲區
強盜,112,0119,桃園市,大園區
強盜,112,0121,新北市,土城區
強盜,112,0123,高雄市,林園區
強盜,112,0129,臺南市,南區
強盜,112,0129,臺南市,安南區
強盜,112,0129,臺北市,南港區
強盜,112,0206,南投縣,南投市
強盜,112,0206,桃園市,觀音區
強盜,112,0207,臺南市,學甲區
強盜,112,0208,新北市,板橋區
強盜,112,0209,臺南市,永康區
強盜,112,0210,基隆市,仁愛區
強盜,112,0215,臺南市,永康區
強盜,112,0220,桃園市,八德區
強盜,112,0221,臺北市,萬華區
強盜,112,0224,新北市,新店區
強盜,112,0226,苗栗縣,通霄鎮
強盜,112,0226,嘉義市,西區
強盜,112,0226,桃園市,八德區
強盜,112,0303,花蓮縣,瑞穗鄉
強盜,112,0310,新北市,樹林區
強盜,112,0312,桃園市,桃園區
強盜,112,0313,花蓮縣,新城鄉
強盜,112,0314,花蓮縣,花蓮市
強盜,112,0316,花蓮縣,花蓮市
強盜,112,0321,屏東縣,屏東市
強盜,112,0323,臺北市,內湖區
強盜,112,0326,臺南市,安南區
強盜,112,0326,屏東縣,屏東市
強盜,112,0327,屏東縣,新埤鄉
搶奪,112,0104,新竹縣,竹東鎮
搶奪,112,0108,南投縣,竹山鎮
搶奪,112,0117,高雄市,鳳山區
搶奪,112,0201,彰化縣,伸港鄉
搶奪,112,0203,彰化縣,彰化市
搶奪,112,0209,臺中市,南屯區
搶奪,112,0209,宜蘭縣,羅東鎮
搶奪,112,0211,臺北市,南港區
搶奪,112,0213,苗栗縣,公館鄉
搶奪,112,0216,彰化縣,彰化市
搶奪,112,0221,臺南市,北區
搶奪,112,0222,臺北市,中正區
搶奪,112,0306,屏東縣,東港鎮
搶奪,112,0309,基隆市,仁愛區
搶奪,112,0311,屏東縣,新園鄉
搶奪,112,0320,嘉義縣,水上鄉
搶奪,112,0323,宜蘭縣,羅東鎮
搶奪,112,0325,嘉義縣,民雄鄉
機車竊盜,112,0101,臺中市,清水區
機車竊盜,112,0101,南投縣,埔里鎮
機車竊盜,112,0101,臺中市,北區
機車竊盜,112,0101,臺中市,北屯區
機車竊盜,112,0102,新北市,金山區
機車竊盜,112,0102,屏東縣,屏東市
機車竊盜,112,0102,新竹市,香山區
機車竊盜,112,0103,新北市,板橋區
機車竊盜,112,0103,桃園市,中壢區
機車竊盜,112,0104,新北市,新莊區
機車竊盜,112,0104,彰化縣,和美鎮
機車竊盜,112,0104,新北市,三重區
機車竊盜,112,0104,彰化縣,和美鎮
機車竊盜,112,0104,高雄市,新興區
機車竊盜,112,0104,臺北市,中山區
機車竊盜,112,0104,高雄市,前鎮區
機車竊盜,112,0104,桃園市,桃園區
機車竊盜,112,0105,新北市,永和區
機車竊盜,112,0105,基隆市,仁愛區
機車竊盜,112,0106,新北市,板橋區
機車竊盜,112,0106,臺北市,中正區
機車竊盜,112,0107,彰化縣,芳苑鄉
機車竊盜,112,0107,新北市,三重區
機車竊盜,112,0107,彰化縣,和美鎮
機車竊盜,112,0107,新北市,板橋區
機車竊盜,112,0107,彰化縣,鹿港鎮
機車竊盜,112,0107,新北市,板橋區
機車竊盜,112,0108,新北市,板橋區
機車竊盜,112,0108,新北市,板橋區
機車竊盜,112,0109,新北市,板橋區
機車竊盜,112,0109,新竹市,北區
機車竊盜,112,0110,高雄市,林園區
機車竊盜,112,0110,新竹縣,新埔鎮
機車竊盜,112,0110,臺南市,東區
機車竊盜,112,0110,桃園市,桃園區
機車竊盜,112,0110,南投縣,南投市
機車竊盜,112,0110,南投縣,南投市
機車竊盜,112,0111,新北市,三重區
機車竊盜,112,0111,臺中市,大肚區
機車竊盜,112,0112,臺中市,東區
機車竊盜,112,0112,新北市,中和區
機車竊盜,112,0112,桃園市,中壢區
機車竊盜,112,0112,高雄市,新興區
機車竊盜,112,0113,南投縣,水里鄉
機車竊盜,112,0113,新竹市,東區
機車竊盜,112,0113,嘉義縣,溪口鄉
機車竊盜,112,0114,臺中市,南區
機車竊盜,112,0114,臺北市,信義區
機車竊盜,112,0114,臺中市,后里區
機車竊盜,112,0114,新北市,板橋區
機車竊盜,112,0114,宜蘭縣,礁溪鄉
機車竊盜,112,0115,臺北市,信義區
機車竊盜,112,0115,新北市,新莊區
機車竊盜,112,0115,臺東縣,太麻里鄉
機車竊盜,112,0115,屏東縣,鹽埔鄉
機車竊盜,112,0116,桃園市,楊梅區
機車竊盜,112,0116,高雄市,前鎮區
機車竊盜,112,0117,宜蘭縣,頭城鎮
機車竊盜,112,0117,雲林縣,斗六市
機車竊盜,112,0117,臺中市,東區
機車竊盜,112,0117,彰化縣,福興鄉
機車竊盜,112,0117,花蓮縣,吉安鄉
機車竊盜,112,0117,南投縣,名間鄉
機車竊盜,112,0117,新竹市,東區
機車竊盜,112,0118,新北市,板橋區
機車竊盜,112,0118,雲林縣,斗南鎮
機車竊盜,112,0118,新北市,板橋區
機車竊盜,112,0118,高雄市,三民區
機車竊盜,112,0118,臺中市,西屯區
機車竊盜,112,0118,臺南市,南化區
機車竊盜,112,0118,宜蘭縣,宜蘭市
機車竊盜,112,0118,高雄市,三民區
機車竊盜,112,0118,臺南市,左鎮區
機車竊盜,112,0119,屏東縣,春日鄉
機車竊盜,112,0119,新竹縣,湖口鄉
機車竊盜,112,0119,新北市,土城區
機車竊盜,112,0119,屏東縣,春日鄉
機車竊盜,112,0119,新竹縣,湖口鄉
機車竊盜,112,0119,屏東縣,屏東市
機車竊盜,112,0120,臺中市,太平區
機車竊盜,112,0120,臺中市,外埔區
機車竊盜,112,0120,南投縣,水里鄉
機車竊盜,112,0120,彰化縣,鹿港鎮
機車竊盜,112,0121,高雄市,前鎮區
機車竊盜,112,0121,臺中市,北區
機車竊盜,112,0121,臺中市,西屯區
機車竊盜,112,0121,新竹縣,寶山鄉
機車竊盜,112,0122,高雄市,三民區
機車竊盜,112,0122,高雄市,鹽埕區
機車竊盜,112,0122,花蓮縣,花蓮市
機車竊盜,112,0123,桃園市,桃園區
機車竊盜,112,0123,雲林縣,大埤鄉
機車竊盜,112,0123,桃園市,蘆竹區
機車竊盜,112,0124,桃園市,中壢區
機車竊盜,112,0125,澎湖縣,西嶼鄉
機車竊盜,112,0125,新北市,新莊區
機車竊盜,112,0125,新北市,土城區
機車竊盜,112,0125,南投縣,埔里鎮
機車竊盜,112,0126,桃園市,中壢區
機車竊盜,112,0126,新北市,板橋區
機車竊盜,112,0127,臺北市,萬華區
機車竊盜,112,0127,雲林縣,褒忠鄉
機車竊盜,112,0128,高雄市,新興區
機車竊盜,112,0129,臺南市,歸仁區
機車竊盜,112,0129,新北市,汐止區
機車竊盜,112,0129,彰化縣,彰化市
機車竊盜,112,0129,新北市,新莊區
機車竊盜,112,0129,桃園市,蘆竹區
機車竊盜,112,0130,臺中市,新社區
機車竊盜,112,0130,新竹縣,竹東鎮
機車竊盜,112,0130,桃園市,大溪區
機車竊盜,112,0130,新北市,五股區
機車竊盜,112,0131,臺中市,北屯區
機車竊盜,112,0131,屏東縣,屏東市
機車竊盜,112,0131,嘉義縣,水上鄉
機車竊盜,112,0131,高雄市,岡山區
機車竊盜,112,0201,新北市,板橋區
機車竊盜,112,0202,新北市,土城區
機車竊盜,112,0202,嘉義市,東區
機車竊盜,112,0202,臺北市,士林區
機車竊盜,112,0202,新竹縣,新埔鎮
機車竊盜,112,0202,新竹縣,竹北市
機車竊盜,112,0202,臺中市,梧棲區
機車竊盜,112,0202,新北市,金山區
機車竊盜,112,0203,新北市,土城區
機車竊盜,112,0203,屏東縣,恆春鎮
機車竊盜,112,0203,桃園市,蘆竹區
機車竊盜,112,0203,新北市,土城區
機車竊盜,112,0203,新北市,三重區
機車竊盜,112,0203,臺北市,萬華區
機車竊盜,112,0203,新竹縣,湖口鄉
機車竊盜,112,0203,新北市,土城區
機車竊盜,112,0203,臺中市,潭子區
機車竊盜,112,0204,南投縣,竹山鎮
機車竊盜,112,0204,新北市,板橋區
機車竊盜,112,0204,新北市,新店區
機車竊盜,112,0204,臺北市,萬華區
機車竊盜,112,0204,臺北市,士林區
機車竊盜,112,0205,桃園市,中壢區
機車竊盜,112,0205,桃園市,中壢區
機車竊盜,112,0205,高雄市,大寮區
機車竊盜,112,0205,臺中市,龍井區
機車竊盜,112,0205,桃園市,龜山區
機車竊盜,112,0205,臺中市,豐原區
機車竊盜,112,0205,新北市,汐止區
機車竊盜,112,0205,彰化縣,田中鎮
機車竊盜,112,0206,臺中市,大安區
機車竊盜,112,0206,桃園市,桃園區
機車竊盜,112,0206,臺中市,大里區
機車竊盜,112,0206,新北市,土城區
機車竊盜,112,0206,南投縣,埔里鎮
機車竊盜,112,0206,臺中市,北屯區
機車竊盜,112,0206,高雄市,美濃區
機車竊盜,112,0207,高雄市,小港區
機車竊盜,112,0207,臺中市,太平區
機車竊盜,112,0207,南投縣,水里鄉
機車竊盜,112,0207,彰化縣,溪湖鎮
機車竊盜,112,0207,臺中市,西屯區
機車竊盜,112,0207,雲林縣,斗六市
機車竊盜,112,0207,桃園市,大園區
機車竊盜,112,0207,桃園市,中壢區
機車竊盜,112,0208,南投縣,南投市
機車竊盜,112,0208,彰化縣,員林市
機車竊盜,112,0208,臺東縣,太麻里鄉
機車竊盜,112,0209,宜蘭縣,宜蘭市
機車竊盜,112,0209,彰化縣,福興鄉
機車竊盜,112,0209,新北市,樹林區
機車竊盜,112,0209,臺中市,太平區
機車竊盜,112,0209,屏東縣,東港鎮
機車竊盜,112,0209,苗栗縣,頭份市
機車竊盜,112,0209,臺中市,潭子區
機車竊盜,112,0209,基隆市,中山區
機車竊盜,112,0210,新北市,三重區
機車竊盜,112,0210,桃園市,八德區
機車竊盜,112,0210,桃園市,觀音區
機車竊盜,112,0211,新竹市,東區
機車竊盜,112,0211,南投縣,草屯鎮
機車竊盜,112,0211,基隆市,仁愛區
機車竊盜,112,0211,臺中市,北屯區
機車竊盜,112,0211,新北市,板橋區
機車竊盜,112,0211,桃園市,觀音區
機車竊盜,112,0211,屏東縣,屏東市
機車竊盜,112,0212,高雄市,鼓山區
機車竊盜,112,0212,臺北市,北投區
機車竊盜,112,0212,臺中市,北屯區
機車竊盜,112,0212,南投縣,埔里鎮
機車竊盜,112,0212,臺中市,北屯區
機車竊盜,112,0213,桃園市,中壢區
機車竊盜,112,0213,新北市,深坑區
機車竊盜,112,0213,新北市,鶯歌區
機車竊盜,112,0213,臺中市,太平區
機車竊盜,112,0214,新北市,金山區
機車竊盜,112,0214,臺中市,北屯區
機車竊盜,112,0214,澎湖縣,馬公市
機車竊盜,112,0214,花蓮縣,玉里鎮
機車竊盜,112,0214,新北市,萬里區
機車竊盜,112,0214,屏東縣,潮州鎮
機車竊盜,112,0215,屏東縣,屏東市
機車竊盜,112,0215,桃園市,楊梅區
機車竊盜,112,0215,新北市,板橋區
機車竊盜,112,0215,臺北市,文山區
機車竊盜,112,0215,新竹縣,竹北市
機車竊盜,112,0216,南投縣,南投市
機車竊盜,112,0216,臺中市,東區
機車竊盜,112,0216,臺北市,中正區
機車竊盜,112,0216,新北市,鶯歌區
機車竊盜,112,0217,臺中市,豐原區
機車竊盜,112,0217,臺中市,北屯區
機車竊盜,112,0217,桃園市,大園區
機車竊盜,112,0217,臺南市,北區
機車竊盜,112,0217,新北市,中和區
